symbol_1,symbol_2,Paralogs names,Correlation,gene_1,chr_1,gene_2,chr_2,both_lof,lof_1,lof_2,expected_both_lof,p-value_lof,z-score_lof,both_missense,missense_1,missense_2,expected_both_missense,p-value_missense,z-score_missense,both_missense_lof,expected_both_missense_lof,p-value_missense_lof,z-score_missense_lof
IKZF3,IKZF4,"IKZF4, IKZF1, IKZF2",0.131873958537336,ENSG00000161405,17,ENSG00000137713,11,0.0,256.0,11.0,0.008235801844436,0.9917980194593672,-2.399801578429996,0.0,236.0,275.0,0.1693509889007245,0.844212542147178,-1.0119229069464504,0.0,0.0067380441902011,0.9932846055293978,-2.472137388296067
ATP2C1,ATP2C2,ATP2C2,0.213094280963427,ENSG00000017260,3,ENSG00000104177,15,0.0,200.0,48.0,0.0280765971969411,0.9723138874305036,-1.9159439917136685,0.0,123.0,472.0,0.1514921573439209,0.8594246224182361,-1.0777378655050591,0.0,0.0153241189903495,0.9847926978547686,-2.1646486241226714
MTA2,MTA3,"MTA3, MTA1",0.148308568818069,ENSG00000149480,11,ENSG00000152518,2,,,,,,,,,,,,,,,,
MBNL1,MBNL2,"MBNL3, ZC3H10, MBNL2",0.177983698993915,ENSG00000152601,3,ENSG00000138777,4,0.0,10.0,73.0,0.002134991245184,0.9978672862275412,-2.857834532012975,0.0,12.0,263.0,0.008235311571197,0.9917985057115136,-2.399823281645142,0.0,0.0022737005819014,0.997728882317316,-2.8378230671346465
CPD,CPM,"CPZ, CPE, CPN1, CPM, CPXM1, CPXM2, AEBP1",0.125520069715262,ENSG00000108582,17,ENSG00000145632,5,0.0,22.0,82.0,0.0052760605565918,0.9947378334050392,-2.558108228635606,1.0,330.0,1426.0,1.2279381873174573,0.6525538534218835,-0.3922245676535164,0.0,0.0702355453724353,0.9321742247197125,-1.492181577370389
ZNF217,ZNF536,"ZNF219, ZNF536, ZNF516",0.126680660766366,ENSG00000171940,20,ENSG00000128340,22,0.0,10.0,5.0,0.0001462322770674,0.9998537784143507,-3.6219035419691306,0.0,140.0,110.0,0.040184980417121,0.9606117283581184,-1.757829388388592,0.0,0.0018168840266335,0.998184765507994,-2.908603571750088
ZNF217,ZNF516,"ZNF219, ZNF536, ZNF516",0.14753459974362,ENSG00000171940,20,ENSG00000188229,9,0.0,79.0,10.0,0.0023104699776649,0.997692197103628,-2.832704321300292,0.0,79.0,140.0,0.0288601222995687,0.9715523534715146,-1.904114351114066,0.0,0.0020504834014864,0.9979516174034696,-2.8706131716146523
EPC1,EPC2,EPC2,0.153857852353117,ENSG00000120616,10,ENSG00000171608,1,0.0,27.0,9.0,0.0007106888665475,0.99928956361297,-3.190377064183388,1.0,280.0,525.0,0.3835839039816104,0.9427946906541008,-1.5786750142083683,0.0,0.0065407824958808,0.9934805618603304,-2.4827056986117437
SLC2A1,SLC2A3,"SLC2A5, SLC2A7, SLC2A3, SLC2A9, SLC2A14, SLC2A2, SLC2A4, SLC2A11",0.495657448095113,ENSG00000117394,1,ENSG00000111196,12,0.0,2.0,14.0,8.189007515774516e-05,0.9999181132777428,-3.769197222053059,0.0,134.0,226.0,0.0790235030488373,0.9240182069448296,-1.4326300613600924,0.0,0.0048692491913779,0.9951425863845508,-2.5858177875829025
SLC2A1,SLC2A14,"SLC2A5, SLC2A7, SLC2A3, SLC2A9, SLC2A14, SLC2A2, SLC2A4, SLC2A11",0.250014060901561,ENSG00000117394,1,ENSG00000269858,19,0.0,2.0,16.0,9.358865732313734e-05,0.9999064157219586,-3.7357338414711534,0.0,134.0,1.0,0.0003496615179152,0.9996503996065488,-3.389892333574549,0.0,0.0055648562187177,0.9944505989118336,-2.5395725551097468
PRKAR1A,PRKAR1B,"PRKAR1B, PRKAR2A, PRKAR2B",0.235057067673029,ENSG00000108946,17,ENSG00000134323,2,,,,,,,,,,,,,,,,
HK1,HK2,"HK3, HKDC1, HK1, GCK",0.176143622288041,ENSG00000156515,10,ENSG00000168374,3,0.0,10.0,46.0,0.00134533694902,0.9986555676110416,-3.0012355521765426,0.0,50.0,185.0,0.0241370823934006,0.9761518873487304,-1.9800650003739624,0.0,0.005969761801796,0.9940480218205948,-2.5149787349853936
STX2,STX4,"STX2, STX1A, STX1B, STX11, STX3, STX19",0.552250579338116,ENSG00000111450,12,ENSG00000105866,7,0.0,186.0,79.0,0.0429747415845681,0.9579355856964382,-1.727216277265544,0.0,265.0,538.0,0.3720241985759061,0.6893375613350899,-0.493973524730659,0.0,0.0543378101393914,0.9471121083821848,-1.6174750214806282
STX1A,STX4,"STX2, STX1A, STX1B, STX11, STX3, STX19",0.167996811616744,ENSG00000106089,7,ENSG00000028116,2,,,,,,,,,,,,,,,,
SP1,SP4,"SP4, SP3, SP5, SP8, SP2, SP7, SP9",0.151076917881914,ENSG00000185591,12,ENSG00000079805,19,0.0,1.0,19.0,5.556826528561279e-05,0.9999444332786018,-3.864902810605696,2.0,917.0,854.0,2.043479317811366,0.6649096784435131,-0.4259000985458634,0.0,0.0452222434229098,0.9557850412880756,-1.7037386853210634
SP1,SP9,"SP4, SP3, SP5, SP8, SP2, SP7, SP9",0.113407768337221,ENSG00000185591,12,ENSG00000112242,6,0.0,9.0,1.0,2.6321809872132377e-05,0.9999736785365436,-4.043572236658629,0.0,271.0,917.0,0.6484577226310073,0.5228515373415303,-0.0573116687463787,0.0,0.0007033936731681,0.9992968536501696,-3.193356384215732
EIF5A,EIF5A2,"EIF5AL1, EIF5A2",0.190390365487289,ENSG00000132507,17,ENSG00000124215,20,0.0,5.0,1091.0,0.0159539414280535,0.9841726485981362,-2.148743948553164,0.0,0.0,360.0,0.0,1.0,-inf,0.0,0.0,1.0,-inf
SNAP23,SNAP25,SNAP25,0.529855651036752,ENSG00000092531,15,ENSG00000149781,11,0.0,117.0,27.0,0.0092389552651184,0.9908035927481912,-2.357613846941347,0.0,676.0,220.0,0.3880720965996265,0.6783634338041342,-0.4631272865393944,1.0,0.0473739532201659,0.9989126728678978,-3.0652812034075105
DHX29,DHX57,"DHX36, DHX57",0.151113671914676,ENSG00000067248,5,ENSG00000105011,19,0.0,266.0,62.0,0.0482332542679119,0.9529114904806008,-1.673763852799296,0.0,131.0,274.0,0.0936623173436457,0.9105902008473752,-1.3443983772253247,0.0,0.0210810458061685,0.9791396061949358,-2.036294541643559
ESRP1,HNRNPH1,"ESRP1, HNRNPH2, GRSF1, HNRNPF, ESRP2, HNRNPH3",0.252834115895325,ENSG00000104413,8,ENSG00000143384,1,0.0,28.0,44.0,0.0036031633069407,0.9964033202964692,-2.687757600929191,1.0,675.0,543.0,0.956415580999046,0.7517875056551769,-0.6801255170399528,0.0,0.0770877937014534,0.925808569877261,-1.4452671535246338
HNRNPF,HNRNPH1,"ESRP1, HNRNPH2, GRSF1, HNRNPF, ESRP2, HNRNPH3",0.317157608957448,ENSG00000169813,10,ENSG00000164695,8,0.0,31.0,141.0,0.0127836256612322,0.987297737805558,-2.235195384293168,0.0,383.0,229.0,0.2288639011327558,0.7954367841838212,-0.8254318979223535,0.0,0.1401674115575618,0.8692127069644493,-1.122677267401727
ESRP2,HNRNPH1,"ESRP1, HNRNPH2, GRSF1, HNRNPF, ESRP2, HNRNPH3",0.208851585382888,ENSG00000103067,16,ENSG00000213281,1,0.0,21.0,187.0,0.0114850830408737,0.9885806187546092,-2.2761211006242275,0.0,101.0,1217.0,0.3207413790864463,0.725610884876003,-0.5995919247016988,0.0,0.0490221265871835,0.9521600614128096,-1.6661684041441434
ATP6V0D1,ATP6V0D2,ATP6V0D2,0.127644843236937,ENSG00000159720,16,ENSG00000134323,2,,,,,,,,,,,,,,,,
NMT1,NMT2,NMT2,0.544742536393715,ENSG00000136448,17,ENSG00000105810,7,0.0,2.0,9.0,5.2643619744264754e-05,0.9999473577659068,-3.878079145998901,0.0,19.0,152.0,0.0075359885353666,0.992492335830876,-2.432009141574456,0.0,0.0004438388122204,0.9995562596696546,-3.3239626969723304
EIF4A1,EIF4A2,EIF4A2,0.292150627778646,ENSG00000161960,17,ENSG00000103018,16,0.0,43.0,5.0,0.0006287987913898,0.99937139886114,-3.2255742341261358,0.0,37.0,125.0,0.0120685411967003,0.9880039915651811,-2.257257059296663,0.0,0.0004801764927531,0.9995199387735288,-3.301958584945365
RPP25,RPP25L,RPP25,0.631066452455286,ENSG00000178718,15,ENSG00000108515,17,0.0,371.0,733.0,0.7953368824508105,0.451429130751483,0.122051462758198,0.0,150.0,53.0,0.0207448437867605,0.9794688502509776,-2.042900392235952,0.0,0.2853805696119461,0.7517281149978572,-0.6799379198546283
VRK1,VRK3,"VRK3, VRK2",0.133725817039096,ENSG00000100749,14,ENSG00000165238,9,0.0,153.0,161.0,0.0720427936200263,0.9304910758776532,-1.4794583755874544,1.0,1338.0,208.0,0.7262104409095109,0.8350347555111487,-0.974253898255201,0.0,0.5591278903562185,0.571707438068907,-0.1807228481363668
VRK1,VRK2,"VRK3, VRK2",0.310985878780806,ENSG00000100749,14,ENSG00000070087,3,0.0,439.0,161.0,0.2067110222169382,0.8132546285537675,-0.8899537087555133,0.0,6.0,208.0,0.0032565490623744,0.9967487477421954,-2.7213034284282163,0.0,0.0025072999567543,0.9974958406943824,-2.806498239745539
PABPC1,PABPC4,"PABPC1L, PABPC3, PABPC5, PABPC4, PABPC4L",0.334023729097156,ENSG00000070756,8,ENSG00000111666,12,0.0,3.0,118.0,0.0010353245216372,0.998965211241883,-3.0800616495695228,1.0,919.0,1119.0,2.683419912125394,0.2516846742747134,0.6691977387020636,0.0,0.2814664823088555,0.7546762102555011,-0.6892792083233256
ALDOA,ALDOC,"ALDOC, ALDOB",0.247180017659256,ENSG00000149925,16,ENSG00000184009,17,0.0,12.0,21.0,0.0007370106764197,0.999263260849239,-3.17985683396221,0.0,1.0,0.0,0.0,1.0,-inf,0.0,5.450652079900745e-05,0.9999454949646543,-3.86960892505296
E2F2,E2F3,"E2F1, E2F2, E2F5, E2F4, E2F6",0.149609642242226,ENSG00000007968,1,ENSG00000188229,9,0.0,75.0,79.0,0.0173285248324871,0.9828207505694384,-2.115839047562888,0.0,688.0,79.0,0.1418268867293094,0.8677714662406208,-1.1159183939620347,0.0,0.1410732580222692,0.8684256902187513,-1.1189801216053985
E2F3,E2F4,"E2F1, E2F2, E2F5, E2F4, E2F6",0.127777950191187,ENSG00000112242,6,ENSG00000169045,5,0.0,18.0,9.0,0.0004737925776983,0.999526319644281,-3.3057100355169475,0.0,28.0,271.0,0.0198002358055269,0.9803945014642278,-2.0619657481111124,0.0,0.000654078249588,0.99934613561296,-3.214278256939801
ANKRD11,TONSL,"BARD1, TONSL, ANKRD12, ANKRD31",0.130380848553774,ENSG00000167522,16,ENSG00000033867,3,0.0,231.0,23.0,0.0155386417611821,0.9845814600549982,-2.1591687193590543,0.0,253.0,9.0,0.0059416363902457,0.994075980223478,-2.516638285293193,0.0,0.015103497358544,0.9850099883953748,-2.170354204925024
ANKRD11,ANKRD12,"BARD1, TONSL, ANKRD12, ANKRD31",0.100271247926896,ENSG00000167522,16,ENSG00000163214,2,,,,,,,,,,,,,,,,
GATAD2A,GATAD2B,GATAD2B,0.161672797904302,ENSG00000167491,19,ENSG00000100345,22,0.0,52.0,26.0,0.0039541207719025,0.996053686469988,-2.65662890356276,0.0,77.0,1587.0,0.3188678196098558,0.7269716343501711,-0.6036795221690224,0.0,0.005196288316172,0.9948171890357864,-2.563387728178929
FAM98B,FAM98C,"FAM98C, FAM98A",0.228176604974075,ENSG00000171262,15,ENSG00000083642,13,0.0,131.0,323.0,0.1237505267910597,0.8836002479780586,-1.193178420731159,0.0,871.0,862.0,1.9591534848789187,0.1409777101872466,1.075937028068192,0.0,0.7302134769498648,0.4818061246089807,0.0456211026271232
CCNT1,CCNT2,CCNT2,0.154923777296516,ENSG00000129315,12,ENSG00000117569,1,0.0,0.0,56.0,0.0,1.0,-inf,0.0,40.0,523.0,0.0545889474237774,0.9468742830839264,-1.615273712138912,0.0,0.0058140288852274,0.9942028398730626,-2.5242567856976708
GLS,GLS2,GLS2,0.124235743419505,ENSG00000115419,2,ENSG00000123411,12,,,,,,,,,,,,,,,,
SLC7A1,SLC7A2,"SLC7A2, SLC7A4, SLC7A14, SLC7A3",0.308072975157048,ENSG00000139514,13,ENSG00000129473,14,0.0,25.0,0.0,0.0,1.0,-inf,0.0,321.0,82.0,0.0686850035415234,0.9336207209855192,-1.5033121904077291,0.0,0.0,1.0,-inf
CEPT1,CHPT1,"CHPT1, EPT1",0.375260965451627,ENSG00000134255,1,ENSG00000118971,12,0.0,14.0,1.0,4.094503757887258e-05,0.9999590558006576,-3.9388051480693433,0.0,140.0,154.0,0.0562589725839695,0.9452942988815352,-1.6008443303173223,0.0,0.0003633768053267,0.9996366892080284,-3.379332164679412
RRAGC,RRAGD,RRAGD,0.53097137853981,ENSG00000116954,1,ENSG00000109332,4,0.0,15.0,225.0,0.0098706787020496,0.9901778765578568,-2.333074284101602,0.0,211.0,2.0,0.0011011728400016,0.9988994332283276,-3.0616599508059044,0.0,0.123223670234899,0.8840659012171909,-1.1955602849445015
SLC4A4,SLC4A7,"SLC4A10, SLC4A4, SLC4A1, SLC4A11, SLC4A5, SLC4A8, SLC4A2, SLC4A9, SLC4A3",0.153998630209347,ENSG00000080493,4,ENSG00000156976,3,0.0,9.0,520.0,0.0136873411335088,0.9864059046065866,-2.208805234829954,0.0,15.0,112.0,0.0043838160455041,0.9956257788501832,-2.6217311143313315,0.0,0.020245279153917,0.9799582804883749,-2.052888021508512
SLC4A7,SLC4A8,"SLC4A10, SLC4A4, SLC4A1, SLC4A11, SLC4A5, SLC4A8, SLC4A2, SLC4A9, SLC4A3",0.123994147542034,ENSG00000033867,3,ENSG00000135316,6,0.0,231.0,57.0,0.0385088078429296,0.962223229591424,-1.7770893459261112,0.0,253.0,424.0,0.2799170921626892,0.7558464044487949,-0.6930037612439505,0.0,0.0374304064972612,0.963261452126722,-1.789855801656217
SLC7A5,SLC7A8,"SLC7A7, SLC7A6, SLC7A11, SLC7A8, SLC7A9, SLC7A10, SLC7A13",0.197449905213636,ENSG00000103257,16,ENSG00000054118,1,0.0,9.0,108.0,0.0028427554661902,0.9971612813370092,-2.765851550797114,3.0,888.0,501.0,1.1608971147929978,0.9695236595107712,-1.873838551918284,0.0,0.2489234938432385,0.779639618333926,-0.7709766646655415
SLC7A10,SLC7A5,"SLC7A7, SLC7A6, SLC7A11, SLC7A8, SLC7A9, SLC7A10, SLC7A13",0.110784869424544,ENSG00000130876,19,ENSG00000159399,2,,,,,,,,,,,,,,,,
MYC,MYCN,"MYC, MYCL1",0.19011155956571,ENSG00000136997,8,ENSG00000158467,7,0.0,69.0,5.0,0.001009002711765,0.9989915061603056,-3.0877194797074923,0.0,486.0,7.0,0.0088772274921458,0.9911620587548958,-2.372338628540495,0.0,0.006307183121028,0.9937126654070756,-2.495593271055316
CCNL1,CCNL2,CCNL2,0.178483516577876,ENSG00000163660,3,ENSG00000185100,14,0.0,13.0,235.0,0.0089347921288182,0.9911050045132692,-2.369960391231454,0.0,218.0,169.0,0.0961360421121802,0.9083404351114184,-1.3306046557135194,0.0,0.1329699552634834,0.8754913956219321,-1.152739779111192
HSPA1L,HSPA8,"HSPA1L, HSPA1B, HSPA6, HSPA2, HSPA1A",0.127971350709934,ENSG00000204390,6,ENSG00000145284,4,0.0,15.0,158.0,0.0069314099329948,0.9930925568822572,-2.4620410285094203,0.0,881.0,1451.0,3.335695207896028,0.0355898352743442,1.8043294825729204,0.0,0.3612951753419161,0.6967732978130657,-0.5151425595274536
HSPA1B,HSPA8,"HSPA1L, HSPA1B, HSPA6, HSPA2, HSPA1A",0.209404460596278,ENSG00000204388,6,ENSG00000131459,5,1.0,226.0,140.0,0.092535784928252,0.9959737447935711,-2.649860114111511,0.0,2035.0,261.0,1.3859512710290658,0.2500857872382404,0.674219813903469,1.0,0.7394717988398678,0.8303646846586619,-0.955607381769575
HSPA1A,HSPA8,"HSPA1L, HSPA1B, HSPA6, HSPA2, HSPA1A",0.341090231385703,ENSG00000204389,6,ENSG00000104695,8,0.0,119.0,20.0,0.0069606563884083,0.99306351286979,-2.4605357688444096,0.0,0.0,249.0,0.0,1.0,-inf,0.0,0.0,1.0,-inf
TRA2A,TRA2B,TRA2A,0.227132216550813,ENSG00000164548,7,ENSG00000102882,16,0.0,82.0,115.0,0.027579407454912,0.9727974321181349,-1.9235968535536685,1.0,170.0,577.0,0.2559574499425589,0.9723307448666766,-1.9162089056167884,1.0,0.0507429753152664,0.9987553094355068,-3.0246292094750324
BCLAF1,THRAP3,"CXorf23, THRAP3",0.144891854638173,ENSG00000029363,6,ENSG00000217236,2,,,,,,,,,,,,,,,,
SMARCA2,SMARCA4,SMARCA2,0.345823394569239,ENSG00000080503,9,ENSG00000143384,1,0.0,28.0,701.0,0.0574049426855793,0.9442116403434354,-1.5911460130834183,0.0,675.0,68.0,0.1197721169575232,0.887122573875652,-1.2113668139267344,1.0,1.2281487132890645,0.6524781375515137,-0.3920196094265394
CDH2,CDH3,"DSC1, CDH4, CDH16, CDH3, CDH1, CDH26, DSC3, DSC2, CDH15, CDH17",0.212259178474645,ENSG00000170558,18,ENSG00000090621,1,0.0,44.0,7.0,0.0009007908267351,0.9990996147635284,-3.121263137118942,0.0,89.0,843.0,0.1957765276464509,0.8221959522140467,-0.9237661252795548,0.0,0.0016170267837038,0.9983842798996968,-2.9448186367859583
CDH1,CDH2,"DSC1, CDH4, CDH16, CDH3, CDH1, CDH26, DSC3, DSC2, CDH15, CDH17",0.207238530514045,ENSG00000039068,16,ENSG00000171552,20,0.0,61.0,0.0,0.0,1.0,-inf,0.0,180.0,80.0,0.037575566104321,0.9631216356209352,-1.7881195088258663,0.0,0.0,1.0,-inf
CDH2,CDH26,"DSC1, CDH4, CDH16, CDH3, CDH1, CDH26, DSC3, DSC2, CDH15, CDH17",0.219639611507288,ENSG00000170558,18,ENSG00000169925,9,0.0,179.0,7.0,0.003664580863309,0.9963421255186156,-2.682118732767198,1.0,370.0,843.0,0.8139024183054702,0.803786283471127,-0.8552234924070861,0.0,0.0067224708985442,0.993300074360708,-2.472961673091301
AHCYL1,AHCYL2,"AHCY, AHCYL2",0.128867729467433,ENSG00000168710,1,ENSG00000158186,3,0.0,26.0,6.0,0.0004562447044502,0.999543859359338,-3.316268519622178,0.0,172.0,5.0,0.002244096309008,0.9977584197926372,-2.8419991995128218,0.0,0.0026786061649797,0.9973249780995218,-2.7851653208463496
SPTSSA,SPTSSB,SPTSSB,0.207043578556243,ENSG00000165389,14,ENSG00000076555,12,0.0,1109.0,17.0,0.0551383423910346,0.946354217991828,-1.610487078899935,0.0,414.0,178.0,0.1922929595388628,0.8250651223847117,-0.9348419532995784,0.0,0.0182674711134959,0.9818983677825028,-2.0946371018229595
ZFP36L1,ZFP36L2,"ZFP36L2, ZFP36",0.215035272401738,ENSG00000185650,14,ENSG00000188229,9,0.0,79.0,1.0,0.0002310469977664,0.9997689796915356,-3.5018494510840767,0.0,79.0,104.0,0.0214389479939653,0.9787892326911818,-2.029360997594024,0.0,0.0002050483401486,0.9997949726808254,-3.533526720178682
PTBP1,PTBP2,"PTBP3, PTBP2",0.191549206734274,ENSG00000011304,19,ENSG00000166128,15,0.0,25.0,252.0,0.0184252669104926,0.9817434405707416,-2.091166749238931,0.0,161.0,45.0,0.0189052066962365,0.9812723758846033,-2.080766889082634,0.0,0.1053065981836824,0.9000485270349453,-1.281828124501737
CAP1,CAP2,CAP2,0.303256578128571,ENSG00000131236,1,ENSG00000109107,17,0.0,23.0,65.0,0.0043723450843153,0.9956371997003548,-2.62262206050453,0.0,40.0,808.0,0.0843362705896983,0.9191221303823064,-1.3991909182379405,0.0,0.006748426384639,0.993274293109024,-2.4715888039288143
ENO1,ENO3,"ENO3, ENO2",0.204193772165311,ENSG00000074800,1,ENSG00000240065,6,0.0,82.0,217.0,0.052041142762747,0.9492898096340184,-1.6380062944714582,0.0,768.0,179.0,0.3587214044092513,0.6985689424714074,-0.5202890667284925,0.0,0.4325637490609231,0.6488434886529063,-0.3821999988416347
ENO1,ENO2,"ENO3, ENO2",0.301574354781321,ENSG00000074800,1,ENSG00000253506,17,0.0,82.0,141.0,0.033814751749066,0.9667505769040432,-1.8350461875913964,0.0,768.0,0.0,0.0,1.0,-inf,1.0,0.2810667678229961,0.9671771308810684,-1.8408350262137836
ARF1,ARF3,"ARF3, ARF6, ARF4, ARL17B, ARF5",0.177111684999747,ENSG00000143761,1,ENSG00000132604,16,,,,,,,,,,,,,,,,
ARF1,ARF4,"ARF3, ARF6, ARF4, ARL17B, ARF5",0.127892882582954,ENSG00000143761,1,ENSG00000101745,18,,,,,,,,,,,,,,,,
ARF1,ARF5,"ARF3, ARF6, ARF4, ARL17B, ARF5",0.14265359796055,ENSG00000143761,1,ENSG00000129521,14,,,,,,,,,,,,,,,,
PPP1CA,PPP1CB,"PPP1CB, PPP1CC",0.167204818488701,ENSG00000172531,11,ENSG00000185950,13,0.0,59.0,43.0,0.0074198257383999,0.9926076332130778,-2.4376095515980096,0.0,36.0,1544.0,0.1450416851626791,0.8649862352672757,-1.1029991610856067,0.0,0.0040179092474696,0.995990151750158,-2.651239440512249
PPP1CA,PPP1CC,"PPP1CB, PPP1CC",0.173622304404721,ENSG00000172531,11,ENSG00000143384,1,0.0,28.0,59.0,0.0048315144343069,0.9951801385568056,-2.5884918472943945,0.0,675.0,36.0,0.0634087678010417,0.9385597422639594,-1.5427950311165934,0.0,0.1033677233724034,0.9017953012940368,-1.2918491298146466
POC1A,POC1B,POC1B,0.198917320319701,ENSG00000164087,3,ENSG00000050438,12,0.0,95.0,74.0,0.0205602581556767,0.9796496628140154,-2.046566423799676,3.0,585.0,1292.0,1.9722475259005496,0.8620962470713768,-1.0897858105545146,0.0,0.1123612993042396,0.8937212982781473,-1.2465640143267185
GRB2,SLA,"GRAP, GRAPL, SLA, SLA2, GRAP2",0.104684017449023,ENSG00000177885,17,ENSG00000188229,9,0.0,79.0,2.0,0.0004620939955329,0.999538012753454,-3.312707826561534,0.0,79.0,9.0,0.0018552935764008,0.9981464264168646,-2.90206237677945,0.0,0.0004100966802972,0.9995899873978524,-3.345945470528805
GRAP2,GRB2,"GRAP, GRAPL, SLA, SLA2, GRAP2",0.13341509622188,ENSG00000100351,22,ENSG00000163577,3,0.0,85.0,76.0,0.0188932101971083,0.9812841477884156,-2.0810240538930707,0.0,110.0,156.0,0.0447775496076492,0.9562101675031484,-1.7083055340674491,0.0,0.0216987863752239,0.9785349387204636,-2.024389195621314
CYB5A,CYB5B,CYB5A,0.384518525987233,ENSG00000166347,18,ENSG00000143878,2,,,,,,,,,,,,,,,,
HNRNPM,MYEF2,MYEF2,0.209089559505336,ENSG00000099783,19,ENSG00000123338,12,0.0,105.0,3.0,0.0009212633455246,0.9990791608872646,-3.114642742312616,1.0,708.0,426.0,0.7870202320550038,0.81345011622921,-0.8906820493853598,1.0,0.0055129452465281,0.99998485945291,-4.171342032996543
SNRPA,SNRPB2,SNRPB2,0.18970065882935,ENSG00000077312,19,ENSG00000152465,10,0.0,37.0,23.0,0.0024888733556871,0.9975142213216508,-2.808870931923547,1.0,717.0,278.0,0.5201241173131869,0.903632859764514,-1.3025328950331698,0.0,0.0428031921188777,0.9580999331307846,-1.729050072650838
PPP2CA,PPP2CB,"PPP4C, PPP2CB",0.472781983639999,ENSG00000113575,5,ENSG00000186298,12,0.0,3.0,22.0,0.0001930266057289,0.9998069920227076,-3.549464196199954,0.0,15.0,55.0,0.00215276680806,0.9978495487325004,-2.8552052392901675,0.0,0.0008565310411272,0.9991438356768756,-3.136062231405602
ACTB,ACTG1,"ACTA2, POTEF, ACTG2, POTEI, POTEJ, ACTRT2, ACTC1, ACTRT1, ACTG1, ACTL7A, ACTBL2, ACTL7B, ACTA1",0.168717489024087,ENSG00000075624,7,ENSG00000103257,16,0.0,1.0,108.0,0.0003158617184655,0.9996841881605952,-3.417658227720602,0.0,14.0,501.0,0.0183024319899796,0.9818640403550092,-2.0938659942463103,0.0,0.0039244694975285,0.9960832211690052,-2.659160752657043
MAGOH,MAGOHB,MAGOHB,0.469675185242542,ENSG00000162385,1,ENSG00000169045,5,0.0,0.0,18.0,0.0,1.0,-inf,0.0,60.0,28.0,0.0043838160455041,0.9956257788501832,-2.6217311143313315,0.0,0.0028031924982346,0.9972007327772322,-2.7704124758031883
XYLT1,XYLT2,"GCNT1, GCNT2, GCNT4, GCNT6, GCNT7, GCNT3, XYLT1",0.219874035893768,ENSG00000103489,16,ENSG00000135678,12,0.0,83.0,37.0,0.0089815864574798,0.9910586275050488,-2.368037050118817,0.0,10.0,2043.0,0.0533103344105054,0.948085743193494,-1.626569725055132,0.0,0.0009603529855063,0.9990401080058388,-3.102369148028288
